,PROCESSED_DT_MONTH_YEAR,Total_Charges PAID,Total_Charges UNPAID,Total_Records PAID,Total_Records UNPAID,Total_Revenue_Estimate_Lower PAID,Total_Revenue_Estimate_Lower UNPAID,Total_Revenue_Estimate_Upper PAID,Total_Revenue_Estimate_Upper UNPAID,Total_Savings PAID,Total_Savings UNPAID,PAID_RATE,UNPAID_RATE,All Claims Total,Remaining to be Paid Rate,Remaining to be Paid (Lower Estimate),Remaining to be Paid (Upper Estimate),PCODE, pcode
1,2024-02,824743.13,4186.96,178.0,3.0,5803.2095,9.603000000000002,8754.295048097947,14.486379536510714,116064.19,192.06,0.9834254143646409,0.016574585635359115,181.0,0.0,0.0,0.0,COF-P,COF-P
2,2024-03,702912.45,401.1,202.0,1.0,6957.309000000001,0.885,10495.284674245739,1.3350459116746831,139146.18,17.7,0.9950738916256158,0.0049261083743842365,203.0,0.0,0.0,0.0,COF-P,COF-P
3,2024-04,1096738.93,29026.059999999998,235.0,5.0,4532.691000000001,473.7175000000001,6837.684280717098,714.6153804110189,90653.81999999999,9474.35,0.9791666666666666,0.020833333333333332,240.0,0.0,0.0,0.0,COF-P,COF-P
4,2024-05,683276.5800000001,10800.880000000001,195.0,3.0,1909.8010000000002,17.7855,2880.985330126804,26.82989724529952,38196.020000000004,355.71,0.9848484848484849,0.015151515151515152,198.0,0.0,0.0,0.0,COF-P,COF-P
5,2024-06,791097.49,4386.26,269.0,6.0,1848.551,42.097500000000004,2788.5880848272855,63.50519239177964,36971.02,841.9499999999999,0.9781818181818182,0.02181818181818182,275.0,0.0,0.0,0.0,COF-P,COF-P
6,2024-07,537371.52,5600.59,201.0,2.0,2464.1815,96.519,3717.2829798863145,145.60146480104945,49283.630000000005,1930.38,0.9901477832512315,0.009852216748768473,203.0,0.0,0.0,0.0,COF-P,COF-P
7,2024-08,2454332.12,54984.159999999996,291.0,14.0,8036.907,533.2470000000001,12123.886816790557,804.4172059466551,160738.13999999998,10664.94,0.9540983606557377,0.04590163934426229,305.0,0.0,0.0,0.0,COF-P,COF-P
8,2024-09,554999.6599999999,,246.0,,1647.38,,2485.116309575864,,32947.6,,,,,0.0,,,COF-P,COF-P
9,2024-10,836091.41,12424.6,282.0,4.0,2107.3915,144.361,3179.055826410145,217.77238740708356,42147.83,2887.22,0.986013986013986,0.013986013986013986,286.0,-0.005500350231378293,-0.7940360597520016,-1.1978244014623551,COF-P,COF-P
10,2024-11,,612320.36,,277.0,,8539.3685,,12881.863281591606,,170787.37,,,,,,,COF-P,COF-P
11,2024-12,,469582.63999999996,,277.0,,1492.9535,,2252.159849147355,,29859.07,,,,,,,COF-P,COF-P
0,2024-01,2147887.92,342706.59,1733,322,25132.311,3746.0514600000006,98063.75804730381,14616.717261145988,1396239.5,208113.97,0.84330900243309,0.15669099756690996,2055,0.0,0.0,0.0,COP-P,COP-P
1,2024-02,1590353.96,462675.39,1220,661,17882.444160000003,5014.762560000001,69775.50442538536,19567.10078705129,993469.12,278597.92,0.6485911749069644,0.3514088250930356,1881,0.0,0.0,0.0,COP-P,COP-P
2,2024-03,1280873.7000000002,1286801.3,894,831,14526.715140000002,18303.432300000004,56681.78619590793,71418.15794426567,807039.73,1016857.3500000001,0.5182608695652174,0.4817391304347826,1725,0.0,0.0,0.0,COP-P,COP-P
3,2024-04,1550772.95,694203.38,1019,1000,21036.161160000003,8608.44168,82080.99200421045,33589.276452605,1168675.62,478246.76,0.5047052996532937,0.4952947003467063,2019,0.0,0.0,0.0,COP-P,COP-P
4,2024-05,1551872.11,965163.6299999999,930,997,21326.776560000002,12796.50762,83214.94416127312,49930.68990345375,1184820.92,710917.09,0.48261546445251685,0.5173845355474831,1927,0.0,0.0,0.0,COP-P,COP-P
5,2024-06,890263.84,1081331.97,683,850,11041.635240000001,15134.617440000004,43083.35379989303,59053.76002925735,613424.18,840812.08,0.4455316373124592,0.5544683626875407,1533,0.0,0.0,0.0,COP-P,COP-P
6,2024-07,1440147.66,658003.9199999999,1042,817,16041.019680000001,7878.785220000002,62590.4507043367,30742.23009259886,891167.76,437710.29,0.5605164066702528,0.4394835933297472,1859,0.0,0.0,0.0,COP-P,COP-P
7,2024-08,4606596.53,360651.97000000003,1283,377,73834.56774,4707.0918,288095.0815220544,18366.60032504165,4101920.4299999997,261505.1,0.7728915662650603,0.22710843373493975,1660,0.0,0.0,0.0,COP-P,COP-P
8,2024-09,1006440.1799999999,925843.96,839,799,11702.655720000002,12363.221160000001,45662.58944658835,48240.049572820695,650147.54,686845.62,0.5122100122100122,0.4877899877899878,1638,0.0,0.0,0.0,COP-P,COP-P
9,2024-10,1392383.72,1288238.4900000002,781,1018,18678.31218,17866.9107,72880.90165490663,69714.89442167032,1037684.01,992606.15,0.434130072262368,0.565869927737632,1799,0.15349564256750603,2742.492938592749,10700.932515780129,COP-P,COP-P
10,2024-11,772819.13,1300254.96,480,1221,10059.04836,18491.730300000003,39249.39829692416,72152.87786368698,558836.02,1027318.35,0.2821869488536155,0.7178130511463845,1701,0.3054387659762585,5648.09128359779,22038.28597632025,COP-P,COP-P
11,2024-12,703296.31,1448519.99,547,1213,8515.851120000001,19060.592220000002,33227.99736954318,74372.52004801316,473102.83999999997,1058921.79,0.31079545454545454,0.6892045454545455,1760,0.2768302602844195,5276.548705437782,20588.56408289969,COP-P,COP-P
0,2024-01,6610848.66,1331956.37,4335,728,143376.18744,29284.318980000004,350444.6931421043,71577.6752197171,4155831.52,848820.84,0.8562117321746,0.14378826782539997,5063,0.0,0.0,0.0,CR-P,CR-P
1,2024-02,5259604.87,942006.0999999999,3940,508,114181.528785,18425.731365,279086.1685752444,45036.76579368159,3309609.53,534079.17,0.8857913669064749,0.11420863309352518,4448,0.0,0.0,0.0,CR-P,CR-P
2,2024-03,3536404.1799999997,1847798.1400000001,2311,316,79772.32105500001,31694.614905000006,194982.07528395765,77468.99811579961,2312241.19,918684.4900000001,0.8797106966121051,0.12028930338789494,2627,0.0,0.0,0.0,CR-P,CR-P
3,2024-04,5607201.029999999,1079354.74,3642,440,126944.02512000002,19566.12162,310280.6729884544,47824.14436826507,3679536.96,567133.96,0.8922097011268986,0.10779029887310142,4082,0.0,0.0,0.0,CR-P,CR-P
4,2024-05,6451675.590000001,1579396.27,4246,654,149907.71226000003,31022.001525000003,366409.2563807022,75824.9748385311,4345151.08,899188.45,0.8665306122448979,0.13346938775510203,4900,0.0,0.0,0.0,CR-P,CR-P
5,2024-06,5874514.83,1470561.0,4037,495,138524.870235,29481.3264,338586.9474480873,72059.20709806691,4015213.63,854531.2000000001,0.8907766990291263,0.10922330097087378,4532,0.0,0.0,0.0,CR-P,CR-P
6,2024-07,5201742.51,1469094.99,3838,583,110477.026425,27952.28709,270031.50464551983,68321.87999122495,3202232.65,810211.22,0.8681293824926487,0.13187061750735127,4421,0.0,0.0,0.0,CR-P,CR-P
7,2024-08,5447901.380000001,1409520.2799999998,3765,542,117800.01195000001,27931.046130000002,287930.58161927905,68269.96215296915,3414493.1,809595.5399999999,0.8741583468771766,0.1258416531228233,4307,0.0,0.0,0.0,CR-P,CR-P
8,2024-09,6277620.45,1700927.16,3803,532,141880.82427,39356.626755000005,346789.6783408079,96196.73414761508,4112487.66,1140771.79,0.8772779700115341,0.12272202998846597,4335,0.0,0.0,0.0,CR-P,CR-P
9,2024-10,5561775.0,1996005.05,4148,537,121408.088535,40243.660395,296749.55856545205,98364.8503273441,3519075.03,1166482.9100000001,0.8853788687299893,0.11462113127001067,4685,-0.00862370123271572,-347.04930375735427,-848.2690810238146,CR-P,CR-P
10,2024-11,5664657.78,1472261.6,3785,449,124025.74705500001,30755.639445000004,303147.72379199014,75173.92406743037,3594949.19,891467.8099999999,0.8939537080774681,0.10604629192253189,4234,-0.017198540580194543,-528.9521130646646,-1292.8817836461644,CR-P,CR-P
11,2024-12,5328463.5,1483448.0899999999,3591,495,114702.79791000001,30262.79832,280360.27135211957,73969.30592335598,3324718.78,877182.56,0.8788546255506607,0.1211453744493392,4086,-0.002099458053387182,-63.53547565095609,-155.2954550242499,CR-P,CR-P
0,2024-01,3384946.88,476315.00000000006,1960,243,17990.6424,3452.6052,25810.278148575322,4953.280631558633,299844.04000000004,57543.42,0.8896958692691784,0.11030413073082161,2203,0.0,0.0,0.0,CSG-P,CSG-P
1,2024-02,2474147.81,887204.9500000001,1981,157,14603.317799999999,7484.378399999999,20950.652340799184,10737.464731842434,243388.63,124739.64000000001,0.9265668849391955,0.0734331150608045,2138,0.0,0.0,0.0,CSG-P,CSG-P
2,2024-03,2615444.71,585606.53,1843,295,11925.555,5472.2994,17108.999488875015,7850.83525568169,198759.25,91204.99,0.8620205799812909,0.13797942001870908,2138,0.0,0.0,0.0,CSG-P,CSG-P
3,2024-04,2573081.23,1081900.86,1829,315,14837.5908,8137.089000000001,21286.752139698037,11673.876104041323,247293.18,135618.15000000002,0.8530783582089553,0.14692164179104478,2144,0.0,0.0,0.0,CSG-P,CSG-P
4,2024-05,3516813.96,1257045.36,1855,286,16495.7718,4178.6226,23665.661790566468,5994.861616721535,274929.52999999997,69643.70999999999,0.8664175618869687,0.1335824381130313,2141,0.0,0.0,0.0,CSG-P,CSG-P
5,2024-06,1895570.1199999999,259482.0,1521,188,10728.5496,1506.2892,15391.715490203202,2160.9980544216146,178809.16,25104.82,0.8899941486249269,0.11000585137507314,1709,0.0,0.0,0.0,CSG-P,CSG-P
6,2024-07,2242549.04,506783.26,1682,379,10080.1266,4273.2252,14461.455324066297,6130.583252741515,168002.11,71220.42,0.8161086851043183,0.1838913148956817,2061,0.0,0.0,0.0,CSG-P,CSG-P
7,2024-08,3161329.62,609885.25,1832,185,12357.5694,3740.4594,17728.789020581225,5366.250708059939,205959.49000000002,62340.99,0.9082796232027764,0.0917203767972236,2017,0.0,0.0,0.0,CSG-P,CSG-P
8,2024-09,1708200.03,912392.03,1553,303,9001.962,2660.6207999999997,12914.666299125895,3817.0600787376547,150032.7,44343.68,0.8367456896551724,0.1632543103448276,1856,0.0,0.0,0.0,CSG-P,CSG-P
9,2024-10,3038189.55,837917.9,1549,487,10136.4726,5484.2562,14542.29212245431,7867.989080815076,168941.21,91404.27,0.7608055009823183,0.23919449901768172,2036,0.1112953213368798,610.3720560727753,875.6703730243754,CSG-P,CSG-P
10,2024-11,2229137.62,686904.64,1616,231,11620.8414,3948.3894,16671.842071324783,5664.557517572937,193680.69,65806.49,0.8749323226854359,0.12506767731456417,1847,-0.0028315003662378047,-11.179866032149466,-16.03919668558288,CSG-P,CSG-P
11,2024-12,2927635.16,1377450.27,1648,249,11899.7736,3321.3516,17072.012199023728,4764.977632217051,198329.56,55355.86,0.8687401159725883,0.1312598840274117,1897,0.0033607063466097875,11.162087401442573,16.013690570045522,CSG-P,CSG-P
0,2024-01,687972.36,390.25,576.0,3.0,6183.3624,5.8728,6183.3624,5.8728,103056.04,97.88,0.9948186528497409,0.0051813471502590676,579.0,0.0,0.0,0.0,CSGW-P,CSGW-P
1,2024-02,1589272.48,15415.11,644.0,10.0,10538.2632,105.30239999999999,10538.2632,105.30239999999999,175637.72,1755.04,0.9847094801223242,0.01529051987767584,654.0,0.0,0.0,0.0,CSGW-P,CSGW-P
2,2024-03,947656.98,1275.0,637.0,1.0,3728.8722,6.332999999999999,3728.8722,6.332999999999999,62147.87,105.55,0.9984326018808778,0.001567398119122257,638.0,0.0,0.0,0.0,CSGW-P,CSGW-P
3,2024-04,501317.27,3565.52,688.0,2.0,4187.6496,13.3236,4187.6496,13.3236,69794.16,222.06,0.9971014492753624,0.002898550724637681,690.0,0.0,0.0,0.0,CSGW-P,CSGW-P
4,2024-05,428599.16,,728.0,,4858.7699999999995,,4858.7699999999995,,80979.5,,,,,0.0,,,CSGW-P,CSGW-P
5,2024-06,424734.86,9117.9,721.0,2.0,4711.0434,113.55839999999999,4711.0434,113.55839999999999,78517.39,1892.6399999999999,0.9972337482710927,0.0027662517289073307,723.0,0.0,0.0,0.0,CSGW-P,CSGW-P
6,2024-07,409524.64,,709.0,,4386.8748,,4386.8748,,73114.58,,,,,0.0,,,CSGW-P,CSGW-P
7,2024-08,701593.52,1107.34,837.0,2.0,6127.330199999999,3.4697999999999998,6127.330199999999,3.4697999999999998,102122.17,57.83,0.9976162097735399,0.0023837902264600714,839.0,0.0,0.0,0.0,CSGW-P,CSGW-P
8,2024-09,442378.39,7174.65,575.0,6.0,3552.4991999999997,129.2142,3552.4991999999997,129.2142,59208.32,2153.57,0.9896729776247849,0.010327022375215147,581.0,0.0,0.0,0.0,CSGW-P,CSGW-P
9,2024-10,424025.8,2050.0,736.0,1.0,4426.2852,0.4104,4426.2852,0.4104,73771.42,6.84,0.9986431478968792,0.0013568521031207597,737.0,-0.004416702211490153,-0.001812614587595559,-0.001812614587595559,CSGW-P,CSGW-P
10,2024-11,1129405.85,17184.989999999998,552.0,15.0,5355.9882,286.15319999999997,5355.9882,286.15319999999997,89266.47,4769.219999999999,0.9735449735449735,0.026455026455026454,567.0,0.020681472140415602,5.918069433690773,5.918069433690773,CSGW-P,CSGW-P
11,2024-12,630207.96,26.0,487.0,1.0,4230.1368,0.0546,4230.1368,0.0546,70502.28,0.91,0.9979508196721312,0.0020491803278688526,488.0,-0.00372437398674208,-0.00020335081967611757,-0.00020335081967611757,CSGW-P,CSGW-P
0,2024-01,2253.7,,4.0,,55.299499999999995,,55.29949999999999,,291.05,,,,,0.0,,,CSH-P,CSH-P
1,2024-02,14972.27,4206.0,12.0,7.0,1470.9933,442.0597,1470.9932999999999,442.05969999999996,7742.07,2326.63,0.631578947368421,0.3684210526315789,19.0,0.0,0.0,0.0,CSH-P,CSH-P
2,2024-03,4399.2,754.0,4.0,2.0,144.37720000000002,101.935,144.37719999999996,101.93499999999999,759.88,536.5,0.6666666666666666,0.3333333333333333,6.0,0.0,0.0,0.0,CSH-P,CSH-P
3,2024-04,19371.7,2619.0,31.0,4.0,643.7979,111.4692,643.7978999999999,111.46919999999999,3388.41,586.6800000000001,0.8857142857142857,0.11428571428571428,35.0,0.0,0.0,0.0,CSH-P,CSH-P
4,2024-05,35934.5,361.0,19.0,1.0,1211.0030000000002,40.0767,1211.0029999999997,40.076699999999995,6373.700000000001,210.93,0.95,0.05,20.0,0.0,0.0,0.0,CSH-P,CSH-P
5,2024-06,9771.16,600.0,16.0,1.0,260.718,11.4,260.71799999999996,11.399999999999999,1372.2,60.0,0.9411764705882353,0.058823529411764705,17.0,0.0,0.0,0.0,CSH-P,CSH-P
6,2024-07,32149.059999999998,2897.58,28.0,5.0,1710.6042,89.7959,1710.6041999999998,89.79589999999999,9003.18,472.61,0.8484848484848485,0.15151515151515152,33.0,0.0,0.0,0.0,CSH-P,CSH-P
7,2024-08,9338.75,613.0,17.0,1.0,287.6486,68.0998,287.64859999999993,68.09979999999999,1513.94,358.42,0.9444444444444444,0.05555555555555555,18.0,0.0,0.0,0.0,CSH-P,CSH-P
8,2024-09,2343.99,,8.0,,81.63159999999999,,81.63159999999999,,429.64,,,,,0.0,,,CSH-P,CSH-P
9,2024-10,11539.33,2643.98,14.0,9.0,900.3643999999999,330.4841,900.3643999999998,330.48409999999996,4738.76,1739.3899999999999,0.6086956521739131,0.391304347826087,23.0,0.2295994425785014,75.87896514105772,75.8789651410577,CSH-P,CSH-P
10,2024-11,9266.51,,8.0,,536.845,,536.8449999999999,,2825.5,,,,,,,,CSH-P,CSH-P
11,2024-12,4303.05,165.0,7.0,1.0,300.067,4.7025,300.06699999999995,4.7025,1579.3,24.75,0.875,0.125,8.0,-0.03670490524758552,-0.17260481692677088,-0.17260481692677088,CSH-P,CSH-P
0,2024-01,24503785.310000002,697761.97,15554,477,281866.22035,7542.92495,281866.51355657086,7542.932796400169,5124840.369999999,137144.09,0.9702451500218326,0.0297548499781673,16031,0.0,0.0,0.0,CVAL-P,CVAL-P
1,2024-02,23969955.959999997,236031.18,14846,243,271881.62815,3098.06145,271881.91097026767,3098.064672706052,4943302.33,56328.39,0.9838955530518921,0.016104446948107892,15089,0.0,0.0,0.0,CVAL-P,CVAL-P
2,2024-03,21075900.86,179198.64,14346,257,241361.52094999998,2112.86185,241361.77202224202,2112.864047868822,4388391.29,38415.67,0.9824008765322194,0.017599123467780593,14603,0.0,0.0,0.0,CVAL-P,CVAL-P
3,2024-04,24683084.85,193220.52,14422,362,292548.9644,2202.5278,292549.26871911477,2202.530091142311,5319072.08,40045.96,0.9755140692640693,0.024485930735930736,14784,0.0,0.0,0.0,CVAL-P,CVAL-P
4,2024-05,22894714.86,377891.79000000004,14880,345,285274.2882,4607.735549999999,285274.5849517558,4607.740343119014,5186805.24,83777.01,0.9773399014778326,0.022660098522167486,15225,0.0,0.0,0.0,CVAL-P,CVAL-P
5,2024-06,21224706.98,3312240.5300000003,13266,676,272542.37835,107872.8299,272542.66185760184,107872.94211288777,4955315.970000001,1961324.18,0.9515134127097977,0.04848658729020227,13942,0.0,0.0,0.0,CVAL-P,CVAL-P
6,2024-07,23299583.1,1870564.7699999998,14283,984,276918.87135000003,18685.5636,276919.1594101747,18685.58303734166,5034888.57,339737.52,0.9355472587934761,0.06445274120652388,15267,0.0,0.0,0.0,CVAL-P,CVAL-P
7,2024-08,26207373.28,1672374.9300000002,15450,225,326970.1402,31614.078100000002,326970.480325161,31614.11098601032,5944911.640000001,574801.42,0.9856459330143541,0.014354066985645933,15675,0.0,0.0,0.0,CVAL-P,CVAL-P
8,2024-09,23543181.67,1262056.89,14154,394,292018.34365,20007.9143,292018.64741714555,20007.935112894625,5309424.43,363780.26,0.9729172394830905,0.02708276051690954,14548,0.0,0.0,0.0,CVAL-P,CVAL-P
9,2024-10,25903517.83,273094.58,16579,29,335577.5742,5174.0287499999995,335577.92327889876,5174.034132195942,6101410.4399999995,94073.25,0.9982538535645472,0.001746146435452794,16608,-0.02769614308137347,-143.3006405671399,-143.30078963320884,CVAL-P,CVAL-P
10,2024-11,21714153.61,10763.43,14046,31,261040.01880000002,261.85775,261040.2903424668,261.8580223930978,4746182.16,4761.049999999999,0.9977978262413867,0.002202173758613341,14077,-0.027240115758212946,-7.133035422185186,-7.133042842204703,CVAL-P,CVAL-P
11,2024-12,27002385.42,56142.399999999994,14167,30,340701.41985,645.5647,340701.7742588925,645.5653715377662,6194571.27,11737.54,0.9978868775093329,0.0021131224906670424,14197,-0.027329167026159173,-17.64274551249234,-17.642763865060115,CVAL-P,CVAL-P
0,2024-01,1827464.23,629105.62,1563,379,22762.1128,9747.922100000002,22762.1128,9747.922100000002,325173.04,139256.03,0.8048403707518023,0.19515962924819774,1942,0.0,0.0,0.0,CVCAM-P,CVCAM-P
1,2024-02,1510815.78,346979.64,1463,299,24170.068300000003,4832.950500000001,24170.068300000003,4832.950500000001,345286.69,69042.15,0.8303064699205448,0.16969353007945517,1762,0.0,0.0,0.0,CVCAM-P,CVCAM-P
2,2024-03,2062423.09,598727.27,1405,263,23633.537200000002,6235.4607000000005,23633.537200000002,6235.4607000000005,337621.96,89078.01,0.842326139088729,0.15767386091127097,1668,0.0,0.0,0.0,CVCAM-P,CVCAM-P
3,2024-04,1961473.08,518280.73,1456,260,24505.681200000003,6462.9894,24505.681200000003,6462.9894,350081.16,92328.42,0.8484848484848485,0.15151515151515152,1716,0.0,0.0,0.0,CVCAM-P,CVCAM-P
4,2024-05,1461774.65,917489.4099999999,1388,307,19174.541400000002,5228.776000000001,19174.541400000002,5228.776000000001,273922.02,74696.8,0.8188790560471977,0.18112094395280237,1695,0.0,0.0,0.0,CVCAM-P,CVCAM-P
5,2024-06,1435967.6,326064.7,1000,253,20860.9471,4519.7173,20860.9471,4519.7173,298013.52999999997,64567.39,0.7980845969672785,0.20191540303272146,1253,0.0,0.0,0.0,CVCAM-P,CVCAM-P
6,2024-07,2015499.98,711182.65,1216,274,24891.489700000002,8005.011700000001,24891.489700000002,8005.011700000001,355592.70999999996,114357.31,0.8161073825503355,0.18389261744966443,1490,0.0,0.0,0.0,CVCAM-P,CVCAM-P
7,2024-08,1810796.28,352215.27999999997,1257,244,19618.4625,5616.655100000001,19618.4625,5616.655100000001,280263.75,80237.93000000001,0.8374417055296469,0.1625582944703531,1501,0.0,0.0,0.0,CVCAM-P,CVCAM-P
8,2024-09,1841201.11,508652.07,1223,261,22599.08,6003.613700000001,22599.08,6003.613700000001,322844.0,85765.91,0.8241239892183289,0.17587601078167117,1484,0.0,0.0,0.0,CVCAM-P,CVCAM-P
9,2024-10,1743876.26,810019.66,1258,294,20149.560200000004,9700.272400000002,20149.560200000004,9700.272400000002,287850.86,138575.32,0.8105670103092784,0.18943298969072164,1552,0.013943496197245109,135.2557113216417,135.2557113216417,CVCAM-P,CVCAM-P
10,2024-11,1595595.0,1145504.55,888,417,14321.863500000001,31573.091900000003,14321.863500000001,31573.091900000003,204598.05000000002,451044.17,0.6804597701149425,0.3195402298850575,1305,0.14405073639158095,4548.12713835406,4548.12713835406,CVCAM-P,CVCAM-P
11,2024-12,5965.96,1658595.26,16,1280,100.20920000000001,18888.4654,100.20920000000001,18888.4654,1431.56,269835.22,0.012345679012345678,0.9876543209876543,1296,0.8121648274941777,15340.547243220746,15340.547243220746,CVCAM-P,CVCAM-P
0,2024-01,115306062.80000001,16125304.100000001,78098,9700,604395.0926,82446.91715,604398.7389568663,82447.41455788126,9298386.040000001,1268414.1099999999,0.8895191234424474,0.11048087655755257,87798,0.0,0.0,0.0,CWCP-P,CWCP-P
1,2024-02,109990250.77,12253384.84,77398,9340,593409.8482,57223.173800000004,593413.4282821367,57223.51903131517,9129382.28,880356.52,0.8923193986488045,0.10768060135119556,86738,0.0,0.0,0.0,CWCP-P,CWCP-P
2,2024-03,100021138.51,13784071.899999999,74947,10616,499678.90505000006,68900.02665,499681.91964695597,68900.44232856578,7687367.7700000005,1060000.41,0.8759276790201372,0.12407232097986279,85563,0.0,0.0,0.0,CWCP-P,CWCP-P
3,2024-04,100320455.57,13915023.59,73356,10463,480678.86425,58256.978650000005,480681.76421841234,58257.33011833042,7395059.45,896261.2100000001,0.8751715004951145,0.12482849950488553,83819,0.0,0.0,0.0,CWCP-P,CWCP-P
4,2024-05,105004086.28,12937536.370000001,74444,10329,537812.13135,64040.68060000001,537815.3760073143,64041.06696179924,8274032.79,985241.24,0.8781569603529426,0.12184303964705744,84773,0.0,0.0,0.0,CWCP-P,CWCP-P
5,2024-06,85319903.08,20319264.18,59323,20326,435317.18490000005,120730.53785000001,435319.8111983032,120731.26622557924,6697187.46,1857392.8900000001,0.7448053334002938,0.2551946665997062,79649,0.0,0.0,0.0,CWCP-P,CWCP-P
6,2024-07,89710876.16,18130895.560000002,62410,21484,464552.27715000004,115595.48975,464555.0798256112,115596.18714548339,7146958.11,1778392.15,0.7439149402817842,0.2560850597182158,83894,0.0,0.0,0.0,CWCP-P,CWCP-P
7,2024-08,88047946.3,26340411.46,60711,30303,495461.00045,160879.5448,495463.9896000495,160880.51539727984,7622476.93,2475069.92,0.6670512228887864,0.3329487771112137,91014,0.0,0.0,0.0,CWCP-P,CWCP-P
8,2024-09,82637294.58,28078547.44,54517,35598,407281.18925,188280.98445000002,407283.646405227,188282.12036203642,6265864.45,2896630.53,0.6049714254008767,0.3950285745991233,90115,0.0,0.0,0.0,CWCP-P,CWCP-P
9,2024-10,87096852.67999999,36791259.7,57372,45066,434827.04654999997,197389.49815000003,434829.6698912651,197390.6890143216,6689646.87,3036761.5100000002,0.5600656006560065,0.4399343993439934,102438,0.23680524200301434,46742.86787826431,46743.14988117817,CWCP-P,CWCP-P
10,2024-11,72759388.59,37779577.75,47976,46036,359068.0769,184414.9775,359070.2431822278,184416.0900881525,5524124.26,2837153.5,0.5103178317661575,0.4896821682338425,94012,0.28655301089286334,52844.66705636465,52844.98587184963,CWCP-P,CWCP-P
11,2024-12,72382953.86999999,36160680.27,46285,47180,323797.20425,201950.4487,323799.1577406445,201951.6670808477,4981495.449999999,3106929.98,0.49521211148558286,0.5047878885144171,93465,0.301658731173438,60920.11611474848,60920.48364996908,CWCP-P,CWCP-P
0,2024-01,23269.82,9354.55,16.0,23.0,1709.9786000000001,248.66819999999998,2132.8096720000003,310.157064,15545.26,2260.62,0.41025641025641024,0.5897435897435898,39.0,0.0,0.0,0.0,EBMMT-P,EBMMT-P
1,2024-02,10296.0,20654.27,11.0,16.0,393.1169,1424.2975999999999,490.323988,1776.4875520000003,3573.7899999999995,12948.16,0.4074074074074074,0.5925925925925926,27.0,0.0,0.0,0.0,EBMMT-P,EBMMT-P
2,2024-03,5764.0,4928.469999999999,3.0,6.0,143.89430000000002,253.45979999999997,179.47543600000003,316.13349600000004,1308.13,2304.18,0.3333333333333333,0.6666666666666666,9.0,0.0,0.0,0.0,EBMMT-P,EBMMT-P
3,2024-04,4299.0,99.0,3.0,1.0,339.2884,2.178,423.1851680000001,2.7165600000000003,3084.44,19.8,0.75,0.25,4.0,0.0,0.0,0.0,EBMMT-P,EBMMT-P
4,2024-05,18201.0,10131.0,10.0,5.0,591.5393,288.15160000000003,737.8108360000001,359.403632,5377.63,2619.56,0.6666666666666666,0.3333333333333333,15.0,0.0,0.0,0.0,EBMMT-P,EBMMT-P
5,2024-06,555.0,4362.85,2.0,9.0,12.21,125.28340000000001,15.229200000000002,156.26256800000002,111.0,1138.94,0.18181818181818182,0.8181818181818182,11.0,0.0,0.0,0.0,EBMMT-P,EBMMT-P
6,2024-07,,38238.4,,6.0,,3504.0995,,4370.56774,,31855.45,,,,0.0,0.0,0.0,EBMMT-P,EBMMT-P
7,2024-08,366.0,2563.0,1.0,4.0,8.052,144.9129,10.043040000000001,180.74590800000004,73.2,1317.3899999999999,0.2,0.8,5.0,0.0,0.0,0.0,EBMMT-P,EBMMT-P
8,2024-09,1500.0,3749.0,1.0,6.0,139.4888,211.3199,173.980576,263.573548,1268.08,1921.0899999999997,0.14285714285714285,0.8571428571428571,7.0,0.0,0.0,0.0,EBMMT-P,EBMMT-P
9,2024-10,790.0,3065.0,1.0,2.0,17.38,312.2471,21.6776,389.45729200000005,158.0,2838.61,0.3333333333333333,0.6666666666666666,3.0,0.053209059459059405,16.614374509818866,20.722656206792262,EBMMT-P,EBMMT-P
10,2024-11,3150.0,,2.0,,189.1659,,235.94146800000001,,1719.6899999999998,,,,,,,,EBMMT-P,EBMMT-P
11,2024-12,,229.0,,1.0,,5.037999999999999,,6.28376,,45.8,,,,,,,EBMMT-P,EBMMT-P
0,2024-01,788906.28,10747.0,254,11,2061.7155,120.6,2061.7155,120.6,22907.95,1340.0,0.9584905660377359,0.04150943396226415,265,0.0,0.0,0.0,EKH-P,EKH-P
1,2024-02,651596.29,49381.89,294,14,1256.8446,345.2517,1256.8446,345.2517,13964.94,3836.13,0.9545454545454546,0.045454545454545456,308,0.0,0.0,0.0,EKH-P,EKH-P
2,2024-03,412758.85,5102.7,274,14,2541.3624,212.27849999999998,2541.3624,212.27849999999998,28237.36,2358.6499999999996,0.9513888888888888,0.04861111111111111,288,0.0,0.0,0.0,EKH-P,EKH-P
3,2024-04,867246.24,10763.82,263,6,4873.7465999999995,45.9054,4873.7465999999995,45.9054,54152.74,510.05999999999995,0.9776951672862454,0.022304832713754646,269,0.0,0.0,0.0,EKH-P,EKH-P
4,2024-05,683255.62,21340.34,247,11,2092.4595,136.60469999999998,2092.4595,136.60469999999998,23249.55,1517.83,0.9573643410852714,0.04263565891472868,258,0.0,0.0,0.0,EKH-P,EKH-P
5,2024-06,1142513.64,25541.23,362,11,3082.1544,849.0735,3082.1544,849.0735,34246.16,9434.15,0.9705093833780161,0.029490616621983913,373,0.0,0.0,0.0,EKH-P,EKH-P
