PCODE,CLIENT_NM,Date,ACCTID,CCODE,CENSUS,Group_ID,CENSUS_EFF_DT,Total_Claims
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BAC B33,860.0,4229PO0113,2024-09-30,107
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BAC B64,1.0,4229PO0116,2024-08-31,24
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BAC E76,30.0,4229PO0120,2025-03-31,9
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BAC H50040,1.0,4229H10142,2025-01-01,2
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BAC H50051,1.0,4229H10154,2025-01-01,8
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BAC LHS,1.0,4229PO0125,2024-08-31,75
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BAC N06,886.0,4229PO0117,2025-01-01,2
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO AHRI,96.0,4229PO0004,2025-01-01,58
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO B30,213.0,4229PO0042,2022-08-01,231
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO B55,133.0,4229PO0052,2022-01-01,13
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO B55N,14.0,4229PO0124,2025-01-01,2
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO B64A,744.0,4229PO0076,2022-07-31,337
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO B70,89.0,4229PO0066,2022-01-01,55
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO B73,88.0,4229PO0049,2022-01-01,15
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO B99,498.0,4229PO0057,2022-08-01,183
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO E17,498.0,4229PO0018,2022-01-01,111
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO E29,186.0,4229PO0097,2022-03-01,164
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO E51,102.0,4229PO0061,2022-08-31,40
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO E58,118.0,4229PO0023,2022-01-28,15
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO E86,164.0,4229PO0033,2025-01-01,134
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO N01,135.0,4229PO0056,2022-01-01,50
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO N06,101.0,4229PO0064,2022-01-02,237
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO N25,251.0,4229PO0074,2022-08-31,120
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO N26,121.0,4229PO0083,2022-08-31,206
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO N35,207.0,4229PO0088,2021-11-30,117
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO N35,213.0,4229PO0088,2022-01-01,234
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO N41,188.0,4229PO0090,2022-09-01,26
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO N46,185.0,4229PO0093,2022-08-31,275
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO N70,49.0,4229PO0096,2022-08-31,19
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO N76,229.0,4229PO0105,2022-08-31,117
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO N97,53.0,4229PO0111,2025-01-01,12
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO PHCSPO,1.0,4229PO0003,2024-07-31,204
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO S83,154.0,4229PO0019,2022-01-01,96
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO S92,84.0,4229PO0082,2022-09-01,36
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-01-01,4229.0,BACPO S92,86.0,4229PO0082,2022-08-31,36
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BAC B20A,47.0,4229PO0118,2024-12-31,5
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BAC B33,860.0,4229PO0113,2024-09-30,41
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BAC E76,30.0,4229PO0120,2025-03-31,6
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BAC H41974,1.0,4229H10052,2024-09-01,1
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BAC H44319,27.0,4229H10088,2013-12-04,1
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BAC H50040,1.0,4229H10142,2025-01-01,13
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BAC H50051,1.0,4229H10154,2025-01-01,10
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BAC H5890,5.0,4229H10009,2014-01-07,2
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BAC N06,886.0,4229PO0117,2025-01-01,1
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO AHRI,96.0,4229PO0004,2025-01-01,76
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO B30,213.0,4229PO0042,2022-08-01,117
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO B55,133.0,4229PO0052,2022-01-01,1
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO B55N,14.0,4229PO0124,2025-01-01,35
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO B64A,744.0,4229PO0076,2022-07-31,313
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO B70,89.0,4229PO0066,2022-01-01,62
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO B73,88.0,4229PO0049,2022-01-01,6
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO B99,498.0,4229PO0057,2022-08-01,99
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO E17,498.0,4229PO0018,2022-01-01,991
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO E29,186.0,4229PO0097,2022-03-01,138
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO E51,102.0,4229PO0061,2022-08-31,35
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO E58,118.0,4229PO0023,2022-01-28,3
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO E86,164.0,4229PO0033,2025-01-01,150
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO N01,135.0,4229PO0056,2022-01-01,113
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO N06,101.0,4229PO0064,2022-01-02,350
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO N25,251.0,4229PO0074,2022-08-31,166
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO N26,121.0,4229PO0083,2022-08-31,238
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO N35,207.0,4229PO0088,2021-11-30,87
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO N35,213.0,4229PO0088,2022-01-01,174
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO N41,188.0,4229PO0090,2022-09-01,13
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO N46,185.0,4229PO0093,2022-08-31,56
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO N70,49.0,4229PO0096,2022-08-31,27
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO N76,229.0,4229PO0105,2022-08-31,76
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO N97,53.0,4229PO0111,2025-01-01,1
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO PHCSPO,1.0,4229PO0003,2024-07-31,116
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO S83,154.0,4229PO0019,2022-01-01,69
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO S92,84.0,4229PO0082,2022-09-01,59
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-02-01,4229.0,BACPO S92,86.0,4229PO0082,2022-08-31,59
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BAC B20A,47.0,4229PO0118,2024-12-31,15
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BAC B33,860.0,4229PO0113,2024-09-30,82
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BAC E76,30.0,4229PO0120,2025-03-31,10
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BAC H50040,1.0,4229H10142,2025-01-01,8
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BAC H50051,1.0,4229H10154,2025-01-01,9
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BAC LHS,1.0,4229PO0125,2024-08-31,4
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BAC N06,886.0,4229PO0117,2025-01-01,15
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO AHRI,96.0,4229PO0004,2025-01-01,54
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO B30,213.0,4229PO0042,2022-08-01,197
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO B55,133.0,4229PO0052,2022-01-01,12
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO B55N,14.0,4229PO0124,2025-01-01,10
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO B64A,744.0,4229PO0076,2022-07-31,285
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO B70,89.0,4229PO0066,2022-01-01,58
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO B73,88.0,4229PO0049,2022-01-01,1
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO B99,498.0,4229PO0057,2022-08-01,170
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO E17,498.0,4229PO0018,2022-01-01,332
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO E29,186.0,4229PO0097,2022-03-01,98
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO E51,102.0,4229PO0061,2022-08-31,15
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO E58,118.0,4229PO0023,2022-01-28,5
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO E86,164.0,4229PO0033,2025-01-01,112
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO N01,135.0,4229PO0056,2022-01-01,90
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO N06,101.0,4229PO0064,2022-01-02,344
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO N25,251.0,4229PO0074,2022-08-31,134
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO N26,121.0,4229PO0083,2022-08-31,136
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO N35,207.0,4229PO0088,2021-11-30,97
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO N35,213.0,4229PO0088,2022-01-01,194
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO N41,188.0,4229PO0090,2022-09-01,15
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO N46,185.0,4229PO0093,2022-08-31,59
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO N70,49.0,4229PO0096,2022-08-31,14
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO N76,229.0,4229PO0105,2022-08-31,99
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO PHCSPO,1.0,4229PO0003,2024-07-31,133
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO S83,154.0,4229PO0019,2022-01-01,67
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO S92,84.0,4229PO0082,2022-09-01,46
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-03-01,4229.0,BACPO S92,86.0,4229PO0082,2022-08-31,46
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BAC B33,860.0,4229PO0113,2024-09-30,6
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BAC B64,1.0,4229PO0116,2024-08-31,1
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BAC E76,30.0,4229PO0120,2025-03-31,1
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BAC H50040,1.0,4229H10142,2025-01-01,4
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BAC H50051,1.0,4229H10154,2025-01-01,9
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BAC LHS,1.0,4229PO0125,2024-08-31,3
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO AHRI,96.0,4229PO0004,2025-01-01,1
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO B30,213.0,4229PO0042,2022-08-01,9
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO B55N,14.0,4229PO0124,2025-01-01,25
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO B64A,744.0,4229PO0076,2022-07-31,39
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO B70,89.0,4229PO0066,2022-01-01,12
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO B99,498.0,4229PO0057,2022-08-01,28
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO E17,498.0,4229PO0018,2022-01-01,35
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO E29,186.0,4229PO0097,2022-03-01,5
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO E51,102.0,4229PO0061,2022-08-31,1
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO E86,164.0,4229PO0033,2025-01-01,5
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO N01,135.0,4229PO0056,2022-01-01,9
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO N06,101.0,4229PO0064,2022-01-02,69
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO N25,251.0,4229PO0074,2022-08-31,17
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO N26,121.0,4229PO0083,2022-08-31,8
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO N35,207.0,4229PO0088,2021-11-30,7
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO N35,213.0,4229PO0088,2022-01-01,14
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO N41,188.0,4229PO0090,2022-09-01,1
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO N46,185.0,4229PO0093,2022-08-31,11
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO N76,229.0,4229PO0105,2022-08-31,14
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO PHCSPO,1.0,4229PO0003,2024-07-31,12
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO S83,154.0,4229PO0019,2022-01-01,11
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO S92,84.0,4229PO0082,2022-09-01,2
BAC-P,Lucent Health WI dba Cypress Benefit Admin,2025-04-01,4229.0,BACPO S92,86.0,4229PO0082,2022-08-31,2
BACPS-P,Lucent Health FKA Cypress Benefits PREVENTIVE SERVICES,2025-03-01,1177.0,BACPS D31,25.0,1177PS0010,2024-01-01,3
BACPS-P,Lucent Health FKA Cypress Benefits PREVENTIVE SERVICES,2025-04-01,1177.0,BACPS D31,25.0,1177PS0010,2024-01-01,1
BBASPS-P,Baker Benefits PREVENTIVE SERVICES,2024-04-01,1159.0,BBASPS 2108,1.0,1159PS0012,2025-01-01,1
BBASPS-P,Baker Benefits PREVENTIVE SERVICES,2024-06-01,1159.0,BBASPS 2108,1.0,1159PS0012,2025-01-01,5
BBASPS-P,Baker Benefits PREVENTIVE SERVICES,2024-07-01,1159.0,BBASPS 2108,1.0,1159PS0012,2025-01-01,1
BBASPS-P,Baker Benefits PREVENTIVE SERVICES,2024-09-01,1159.0,BBASPS 2108,1.0,1159PS0012,2025-01-01,5
BBASPS-P,Baker Benefits PREVENTIVE SERVICES,2024-10-01,1159.0,BBASPS 2108,1.0,1159PS0012,2025-01-01,4
BBASPS-P,Baker Benefits PREVENTIVE SERVICES,2024-11-01,1159.0,BBASPS 2108,1.0,1159PS0012,2025-01-01,2
BBASPS-P,Baker Benefits PREVENTIVE SERVICES,2024-12-01,1159.0,BBASPS 2108,1.0,1159PS0012,2025-01-01,2
BBASPS-P,Baker Benefits PREVENTIVE SERVICES,2024-12-01,1159.0,BBASPS 75104,262.0,1159PS0002,2025-01-01,2
BBASPS-P,Baker Benefits PREVENTIVE SERVICES,2025-02-01,1159.0,BBASPS 2108,1.0,1159PS0012,2025-01-01,1
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 000879,75.0,1050PS0006,2025-01-01,3
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 000880,75.0,1050PS0005,2025-01-01,1
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 001050,64.0,1050PS0011,2023-10-01,2
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 001055,80.0,1050PS0013,2025-01-01,1
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 001090,16.0,1050PS0018,2025-01-02,2
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 001097,6.0,1050PS0033,2025-01-01,3
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 001119,131.0,1050PS0020,2025-01-01,14
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 001121,2.0,1050PS0021,2025-01-01,1
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 001262,170.0,1050PS0057,2023-08-01,8
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 001366,40.0,1050PS0098,2025-02-01,1
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 001405,8.0,1050PS0106,2023-04-01,4
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 001538,54.0,1050PS0129,2025-01-01,8
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 001746,9.0,1050PS0157,2023-10-01,2
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 001804,29.0,1050PS0164,2023-03-01,7
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 001904,30.0,1050PS0172,2025-01-31,3
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 002009,7.0,1050PS0181,2025-01-31,5
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 002027,192.0,1050PS0184,2025-02-28,15
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 002102,72.0,1050PS0190,2025-01-31,3
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 002183,2.0,1050PS0193,2025-01-31,6
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 002329,312.0,1050PS0197,2025-02-28,2
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 002409,224.0,1050PS0202,2025-02-28,3
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 002847,125.0,1050PS0213,2025-01-31,4
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 002974,10.0,1050PS0217,2025-01-31,10
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 003101,37.0,1050PS0214,2025-01-31,1
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 003172,5.0,1050PS0216,2025-01-01,1
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-01-01,1050.0,BBMPS 732,4006.0,1050PS0001,2025-02-03,146
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 000879,75.0,1050PS0006,2025-01-01,5
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 000880,75.0,1050PS0005,2025-01-01,8
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 001054,43.0,1050PS0012,2023-01-01,5
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 001055,80.0,1050PS0013,2025-01-01,1
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 001077,22.0,1050PS0015,2025-01-01,1
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 001097,6.0,1050PS0033,2025-01-01,3
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 001119,131.0,1050PS0020,2025-01-01,17
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 001123,4.0,1050PS0027,2025-01-01,2
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 001262,170.0,1050PS0057,2023-08-01,14
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 001311,2.0,1050PS0072,2023-12-01,1
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 001366,40.0,1050PS0098,2025-02-01,1
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 001405,8.0,1050PS0106,2023-04-01,4
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 001667,84.0,1050PS0142,2023-11-01,2
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 001904,30.0,1050PS0172,2025-01-31,4
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 001937,18.0,1050PS0177,2025-02-28,2
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 002027,192.0,1050PS0184,2025-02-28,4
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 002102,72.0,1050PS0190,2025-01-31,3
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 002208,23.0,1050PS0196,2025-02-28,1
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 002329,312.0,1050PS0197,2025-02-28,5
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 002409,224.0,1050PS0202,2025-02-28,15
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 002423,36.0,1050PS0203,2025-02-28,7
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 003101,37.0,1050PS0214,2025-01-31,4
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 003267,54.0,1050PS0221,2025-01-31,10
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 003604,12.0,1050PS0223,2024-10-31,1
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-02-01,1050.0,BBMPS 732,4006.0,1050PS0001,2025-02-03,151
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-03-01,1050.0,BBMPS 000879,75.0,1050PS0006,2025-01-01,3
BBM-P,Bay Bridge Adminstrators LLC PREVENTIVE SERVICES,2024-03-01,1050.0,BBMPS 000880,75.0,1050PS0005,2025-01-01,8
